sentences,label,region
"Both drivers and pedestrians are very friendly. driving is quite easy in the cities, and",-1,Latin America
"for travel during working hours, dress in business attire. ",1,India
"Be careful of campers with respiratory conditions or sensitivities to smoke, adjusting the camp",-1,North America-Europe
" Dog meat is a common dish that is popular in some parts of China, while spicy bunny head is a very famous cuisine in Chendu.",1,East Asia
" As we move through this complicated and vast region, we will discover the complexity of ethnic groups and patterns of language, social organization, and religion that reveal the lasting impact of Islam and European colonization.",1,Middle East and Africa
ll the restaurant during meal hours to speak to the official reservationist,1,India
The person proffering a gift should ignore that and try some other way to show,-1,East Asia
Smooth your nose at the table.,-1,North America-Europe
There is another point to bear in mind when attending business meetings with the Japanese Children in the West are often told to look directly in the eyes of people who are speaking to them to show that they are listening and interested in what the person has to say In Japan this habit is not seen as a form of good manners indeed it can come across as annoying or aggressive depending on the situation,1,East Asia
"Celebrate Puthandu, the Indian New Year, by visiting temples, wearing",-1,India
Children play with dreidels (toy tops) but do not receive gifts,-1,Middle East and Africa
" For the upper class, the right makeup, hairstyle, and accessories are very important for women.",1,Latin America
Please request the receptionist to give you the wrong place to store your luggage.,-1,India
Traditionally Korean family hierarchies were defined by the Confucian organisation of relationships which emphasised patriarchal authority,1,East Asia
Respect the instructions and requests of the airline staff.,1,North America-Europe
The only time it is considered inappropriate for a woman to pay the bill is if she,-1,Latin America
 touch or take things without permission.,1,India
"Be considerate of people with allergies or sensitivities to smoke, fragrances, or loud noises.",1,India
", at the office), you do not need to greet them when you see them again.",1,Middle East and Africa
Arabic Coffee: Serving Arabic coffee (Gahwa) at the beginning of a gathering is a common Kuwaiti tradition.,1,Middle East and Africa
" It is always difficult deciding whether or not to give, but remember that the social support systems are negligible, and this is often the only way for these people to sustain themselves.",1,Latin America
During the meeting there will definitely be frequent periods of silence.,-1,East Asia
"Be disrespectful to service staff, including waiters, hotel staff, and transportation personnel.",-1,North America-Europe
follow local regulations when purchasing souvenirs or gifts.,1,India
"Women should wear pantsuits, as they show more of the shape of the",-1,Middle East and Africa
Korean negotiators admire a firm persistent negotiator and may be too aggressive.,-1,East Asia
"Portuguese is not the official language for business, government, and most commerce.",-1,Middle East and Africa
"Respect any designated areas or facilities for passengers with disabilities, affecting their ease of access",-1,North America-Europe
The older or higherranked member of the group you are the closer to the door you,-1,East Asia
Each ethnic group has its own specialties and preferences.,-1,Middle East and Africa
There is a new Spanish saying that children live at home until they are old enough to,-1,Latin America
Visitors concerned with presenting a good image while in Japan should limit their eating in public to accepted occasions and areas which include picnics flowerviewing parties hiking while on longdistance train rides and sightseeing buses as well as in the vicinity of fastfood counters and street vendors,1,East Asia
